1.47228e+07  	492388       	211358       	1.1501e+08
1.55674e+07  	495756       	356232       	1.87883e+08
1.56601e+07  	496428       	357837       	1.88734e+08
1.55283e+07  	493983       	359329       	1.89405e+08
1.47369e+07  	493241       	261898       	1.40291e+08
1.50734e+07  	490901       	354866       	1.86933e+08
1.49524e+07  	495318       	253315       	1.36115e+08
1.54873e+07  	492047       	365990       	1.92707e+08
1.59828e+07  	499188       	487435       	2.53706e+08
1.62386e+07  	500675       	511749       	2.65996e+08
1.52833e+07  	495439       	240873       	1.3006e+08
1.49332e+07  	490864       	442461       	2.30661e+08
1.54443e+07  	492901       	392516       	2.05952e+08
1.53294e+07  	495359       	300952       	1.60122e+08
1.38795e+07  	485967       	109936       	6.38518e+07
1.50261e+07  	490911       	205791       	1.12372e+08
1.60606e+07  	497371       	438668       	2.29354e+08
1.54816e+07  	492583       	346487       	1.82955e+08
1.55777e+07  	495580       	422688       	2.21115e+08
1.59799e+07  	496129       	372043       	1.95996e+08
1.55128e+07  	496022       	432649       	2.26065e+08
1.85539e+07  	509781       	799850       	4.11241e+08
1.5383e+07   	493038       	374902       	1.97115e+08
1.45159e+07  	488358       	185530       	1.01977e+08
1.55017e+07  	498019       	376990       	1.98238e+08
1.65926e+07  	503187       	745505       	3.83061e+08
1.55449e+07  	497738       	454718       	2.37122e+08
1.64569e+07  	501063       	412784       	2.16624e+08
1.48453e+07  	492307       	253067       	1.35926e+08
1.53468e+07  	490845       	321720       	1.70497e+08
1.83468e+07  	512647       	674842       	3.48645e+08
1.45243e+07  	489400       	203388       	1.10914e+08
1.55277e+07  	494709       	376834       	1.9816e+08
1.41727e+07  	487205       	198346       	1.08208e+08
1.53611e+07  	496829       	266914       	1.43125e+08
1.44994e+07  	491306       	190534       	1.04482e+08
1.61963e+07  	496717       	445051       	2.32611e+08
1.62046e+07  	499427       	431285       	2.25743e+08
1.53293e+07  	493010       	224558       	1.21916e+08
1.48595e+07  	491778       	190939       	1.04866e+08
1.5605e+07   	495973       	383731       	2.01652e+08
1.46768e+07  	493297       	237000       	1.27812e+08
1.53903e+07  	495009       	466788       	2.43069e+08
1.4512e+07   	490721       	197532       	1.07985e+08
1.662e+07    	500144       	486098       	2.5336e+08
1.56132e+07  	494084       	385071       	2.02318e+08
1.50136e+07  	495605       	258534       	1.38756e+08
1.5703e+07   	497344       	440780       	2.30231e+08
1.67045e+07  	500881       	430950       	2.25831e+08
1.59575e+07  	496305       	452076       	2.36002e+08
1.70712e+07  	500871       	657646       	3.39362e+08
1.55109e+07  	498626       	309483       	1.64491e+08
1.88484e+07  	511985       	804236       	4.1359e+08
1.62631e+07  	498894       	526138       	2.73196e+08
1.37861e+07  	483977       	234823       	1.2624e+08
1.69871e+07  	502253       	645170       	3.33088e+08
1.47902e+07  	491386       	212374       	1.15548e+08
1.6201e+07   	501451       	478053       	2.49133e+08
1.51525e+07  	496745       	186039       	1.02583e+08
1.55251e+07  	497134       	468614       	2.44058e+08
1.46713e+07  	491376       	316149       	1.67376e+08
1.48619e+07  	491189       	443190       	2.30991e+08
1.55413e+07  	500870       	355279       	1.87414e+08
1.61601e+07  	496499       	430834       	2.25483e+08
1.58015e+07  	498658       	460674       	2.40233e+08
1.47972e+07  	493378       	200111       	1.09428e+08
1.53922e+07  	493126       	487848       	2.53593e+08
1.64518e+07  	503185       	526917       	2.73697e+08
1.66598e+07  	505598       	450206       	2.35456e+08
1.49569e+07  	492717       	337338       	1.78118e+08
1.65206e+07  	500122       	462616       	2.41569e+08
1.51209e+07  	491096       	484409       	2.51729e+08
1.43917e+07  	491455       	322095       	1.70209e+08
1.59641e+07  	495439       	622088       	3.21008e+08
1.58959e+07  	497519       	402326       	2.11101e+08
2.09245e+07  	539844       	1.35753e+06  	6.91387e+08
1.52277e+07  	495115       	230313       	1.24751e+08
1.42701e+07  	491842       	236600       	1.27402e+08
1.48562e+07  	495660       	191062       	1.04942e+08
1.46622e+07  	490907       	240182       	1.29386e+08
1.50401e+07  	493244       	266360       	1.42673e+08
1.47128e+07  	492255       	337927       	1.78289e+08
1.51027e+07  	494397       	156806       	8.79322e+07
1.59234e+07  	499627       	365794       	1.92857e+08
1.42508e+07  	491269       	167211       	9.26958e+07
1.4242e+07   	488517       	351775       	1.84963e+08
2.25875e+07  	551811       	1.2969e+06   	6.61952e+08
1.45166e+07  	489721       	331865       	1.7515e+08
1.77459e+07  	507352       	717575       	3.6969e+08
1.99139e+07  	521978       	1.78816e+06  	9.06127e+08
1.47013e+07  	492297       	276137       	1.47388e+08
1.64932e+07  	506305       	559023       	2.89783e+08
1.57099e+07  	493761       	505707       	2.62683e+08
1.44482e+07  	492402       	178640       	9.8514e+07
2.31311e+07  	535812       	2.21786e+06  	1.12264e+09
1.80353e+07  	504772       	829052       	4.25563e+08
1.57792e+07  	501104       	742034       	3.80911e+08
2.09181e+07  	528768       	1.34994e+06  	6.87544e+08
2.24482e+07  	550981       	975633       	5.01245e+08
1.4326e+07   	490474       	203910       	1.1108e+08
1.5302e+07   	493476       	198823       	1.09036e+08
1.76115e+07  	510371       	1.28159e+06  	6.51644e+08
1.59553e+07  	498729       	435849       	2.27897e+08
1.51145e+07  	494115       	356756       	1.87912e+08
1.49438e+07  	494691       	234775       	1.26838e+08
1.57702e+07  	498614       	419306       	2.19532e+08
2.12423e+07  	539396       	552545       	2.89051e+08
1.47361e+07  	493051       	184653       	1.01667e+08
1.61683e+07  	497603       	557775       	2.88962e+08
1.55362e+07  	497122       	408416       	2.13965e+08
1.56526e+07  	497959       	406549       	2.13093e+08
1.47855e+07  	494044       	162092       	9.04148e+07
1.48706e+07  	489770       	303034       	1.60911e+08
2.30525e+07  	549383       	1.61958e+06  	8.23514e+08
1.4868e+07   	493783       	336810       	1.77814e+08
2.10134e+07  	536624       	1.77635e+06  	9.00826e+08
1.60657e+07  	498560       	380604       	2.00329e+08
1.57947e+07  	498273       	445190       	2.32485e+08
1.47374e+07  	489841       	332942       	1.75799e+08
1.5959e+07   	496200       	461069       	2.40499e+08
2.29853e+07  	544150       	2.23208e+06  	1.12971e+09
2.13932e+07  	525275       	1.61067e+06  	8.1813e+08
1.64716e+07  	508029       	337690       	1.79113e+08
1.48348e+07  	492571       	174166       	9.64709e+07
1.99253e+07  	518185       	1.39975e+06  	7.11912e+08
1.66112e+07  	502933       	442050       	2.31342e+08
1.8371e+07   	515450       	1.18521e+06  	6.03852e+08
1.50969e+07  	495024       	208314       	1.13685e+08
2.26618e+07  	535968       	2.11185e+06  	1.0694e+09
2.45455e+07  	555062       	1.74599e+06  	8.87486e+08
1.46685e+07  	490069       	334666       	1.76628e+08
1.62369e+07  	503548       	456960       	2.38612e+08
2.10902e+07  	536676       	1.58897e+06  	8.07179e+08
1.47928e+07  	490229       	189772       	1.04243e+08
1.5134e+07   	495597       	335879       	1.77489e+08
1.59293e+07  	495734       	681622       	3.50758e+08
1.61197e+07  	496909       	359859       	1.89977e+08
1.77833e+07  	518902       	374093       	1.98014e+08
1.51536e+07  	493130       	140030       	7.95645e+07
1.44122e+07  	490222       	167094       	9.27141e+07
1.45775e+07  	493485       	203523       	1.11024e+08
1.43897e+07  	488864       	390110       	2.04206e+08
1.46229e+07  	492513       	194858       	1.06711e+08
1.66846e+07  	506129       	520384       	2.70559e+08
2.10373e+07  	525409       	1.1937e+06   	6.0947e+08
2.08442e+07  	532741       	1.85994e+06  	9.42523e+08
1.7802e+07   	516377       	586286       	3.04109e+08
1.93069e+07  	518430       	668352       	3.45903e+08
1.37886e+07  	487312       	419574       	2.18631e+08
1.49915e+07  	491671       	355411       	1.87168e+08
2.65108e+07  	568575       	2.72054e+06  	1.3758e+09
1.71863e+07  	505305       	801175       	4.11202e+08
1.55442e+07  	493321       	308091       	1.63791e+08
2.22464e+07  	533410       	1.88989e+06  	9.58202e+08
1.46821e+07  	493527       	352708       	1.85669e+08
1.94611e+07  	518756       	1.48975e+06  	7.56682e+08
1.63794e+07  	496475       	352671       	1.86511e+08
1.55456e+07  	492412       	366710       	1.93098e+08
1.65831e+07  	499190       	1.01446e+06  	5.17521e+08
1.46064e+07  	491371       	319125       	1.68831e+08
1.49557e+07  	491793       	360409       	1.8965e+08
1.71221e+07  	506605       	604690       	3.12933e+08
1.63877e+07  	501720       	616844       	3.18623e+08
1.38272e+07  	487395       	167822       	9.27744e+07
1.55228e+07  	497231       	321921       	1.70711e+08
1.52266e+07  	493564       	435895       	2.27535e+08
1.68202e+07  	500151       	927771       	4.74296e+08
1.54217e+07  	496862       	291521       	1.55459e+08
1.69791e+07  	501598       	634281       	3.27636e+08
1.87634e+07  	512527       	1.40053e+06  	7.11695e+08
1.71728e+07  	504632       	943436       	4.82323e+08
2.16629e+07  	538085       	1.79339e+06  	9.09678e+08
2.41759e+07  	564026       	1.42632e+06  	7.27502e+08
1.88401e+07  	519156       	724140       	3.73567e+08
2.43929e+07  	556925       	2.38899e+06  	1.20892e+09
1.52229e+07  	493710       	271944       	1.45558e+08
1.32966e+07  	485239       	113612       	6.53951e+07
1.97401e+07  	528536       	609481       	3.16725e+08
2.2696e+07   	534414       	1.94705e+06  	9.87013e+08
1.45063e+07  	491721       	372654       	1.95547e+08
1.55602e+07  	497251       	488132       	2.53835e+08
1.48791e+07  	491132       	293840       	1.56324e+08
2.25914e+07  	541154       	2.15179e+06  	1.08936e+09
1.56418e+07  	497460       	346058       	1.8284e+08
2.31187e+07  	551951       	1.6335e+06   	8.30519e+08
1.54649e+07  	494322       	414470       	2.16945e+08
2.46999e+07  	564932       	2.02861e+06  	1.02891e+09
2.15869e+07  	532699       	1.46197e+06  	7.4391e+08
1.58426e+07  	497469       	417780       	2.18801e+08
1.64538e+07  	497944       	421070       	2.20754e+08
1.81931e+07  	501399       	993639       	5.07922e+08
2.10911e+07  	533724       	848097       	4.36729e+08
1.46279e+07  	489628       	388375       	2.0346e+08
2.14795e+07  	534249       	1.70032e+06  	8.63034e+08
1.38718e+07  	489698       	127313       	7.25512e+07
1.9958e+07   	530799       	1.31602e+06  	6.70111e+08
1.89354e+07  	517682       	1.02461e+06  	5.23844e+08
2.24021e+07  	538473       	1.71641e+06  	8.71562e+08
2.02166e+07  	528652       	1.31716e+06  	6.70803e+08
2.55808e+07  	566019       	2.20714e+06  	1.11862e+09
